"Variables ->","obs_l_ystar_gap","obs_rstar_tnd","obs_l_cpistar","obs_l_enerstar","obs_l_foodstar","obs_l_rp_enerstar_gap","obs_l_rp_foodstar_gap","obs_istar","obs_l_s","obs_l_y","obs_l_y_agr","obs_l_cons","obs_l_inv","obs_l_gdem","obs_l_exp","obs_l_imp","obs_l_cpi","obs_l_cpi_food","obs_l_cpi_ener","obs_i","obs_prem_d","obs_l_md","obs_grants_y","obs_grev_y","obs_def_y"
"Comments ->","","combined CBO data & proj","","","","","","","","","","","","","","","","","","","","","","",""
"2013Q1",-0.4340066043632831,-1.4883216718352750,41.9509793328743967,465.5918179091917182,480.1370693092713964,15.8876549685966779,3.4944747247070040,0.0866291327957726,645.2129813418313233,729.5410467850670102,602.9305811230193513,702.4342775667461183,561.9762399250649878,545.3529150023998682,524.6636501756131565,589.2547674171597691,457.9208728154326309,457.0570847060769211,460.6470298601526565,9.9666745477837058,5.8475955618958704,679.5120102133387263,4.0969789725771397,,3.4689035336537302
"2013Q2",-0.5602756790674945,-1.4818805459429569,42.2015793032340909,459.8822702949004793,482.9002528555048457,11.9916317198827187,6.8308220784415425,0.0499875041650993,646.2881448047980939,732.9975982836949697,604.3804304204719529,703.8629933995406418,572.7834882838780004,561.1984800429721645,547.5893174366397034,597.2395163699776504,458.8347737292024249,460.2796367736700063,461.2490241110313036,10.3525782450029737,5.7685625947802244,680.9978514660848532,9.1220229651997506,,11.4360422008130005
"2013Q3",-0.6549235963235986,-1.4684646218315942,42.8638410900537750,467.7006686319178925,478.0523594315198466,21.5389358610208888,2.1293134045884585,0.0333277790120334,647.9610265179484259,731.2730005724604325,601.8361778452974704,704.2415377899505984,541.5844728566435151,575.1518604560870926,539.7114225709547100,598.0519908933918032,460.0369618630110153,467.1041940550749700,459.9023125854182013,8.4472787666181048,7.6738620731650933,686.8750293375916272,11.5724070645207000,,8.7724033402651393
"2013Q4",-0.7187950876416807,-1.4488125756665948,43.4409575152411307,465.0776821988521306,475.3815175791821730,21.0336559352323889,-0.3274083769240974,0.0633132862416518,650.1468783627811945,734.6337023887477926,603.5320337875609766,709.7552348691262978,523.1623986872107253,594.0901952967674333,536.2564933504399960,608.8718815452169792,460.5762211193250550,466.8710931244532958,460.2401440481006603,5.9444152284137788,9.8897732161588578,691.9571358891153068,8.5513329617034799,,10.5334038981619003
"2014Q1",-0.6807403838856629,-1.4238169281519073,44.0783586462771027,464.2508575558971415,480.6510522814218689,22.5310586868372980,5.0749280284456404,0.0466557811642417,651.5912267389135195,735.3705233153666541,607.1624232540355024,710.4429674045456977,538.6718597144878231,592.4348984678456418,536.3645223245033549,614.2836591618290640,460.9290408143746731,462.7712208099345617,461.4875850032736935,5.5779561623765623,10.2277763034029547,695.2610457437949663,6.9254282903861899,,13.6562601893924995
"2014Q2",-0.6597820301421891,-1.3942192284588304,45.1844412723035020,466.7629549519583634,483.7683975432343004,27.1155117922473892,7.8319408458792736,0.0333277790120334,652.2451533816825986,736.9122328805638062,608.4746300811908668,706.9082314002930616,516.5295074177813603,610.4155653492725833,542.3921445560781649,609.4247532731241108,460.9185560511204471,463.1550344501983432,460.1044548232708280,5.5258633433833761,10.5073776678788189,705.3096084193930437,8.2712329339057096,,14.4492530445492005
"2014Q3",-0.6554807210039399,-1.3609427751057537,45.5282759483693980,460.9826422169032867,474.7876630297007523,24.3225348312493566,-0.7779216352808476,0.0266631117430805,652.9573576168044156,739.9872433418428272,611.0224394414284461,716.0282523307164411,522.5453336828767306,595.8666781463957705,547.0981858895371488,611.4087395719747065,461.0358611464416754,461.2029310970332858,461.0904093331053559,5.4034905841946399,10.5046455315520362,709.2990405007968775,7.4610546358045298,,14.9554657050500008
"2014Q4",-0.6669847872947798,-1.3249840819564080,44.0362901612925413,431.1983101445486568,470.5518394950299808,-0.5669337790593545,-2.8495819313621951,0.0233306115344912,653.9203916368658156,740.0747142267025538,612.0201346023725364,711.6439200678694306,550.7799154994487481,591.9640072857735049,551.5764948954933971,613.6819766358544257,461.5851042547080851,458.9370604500726358,461.5983911250894494,5.2434309848421217,10.6959742301828840,711.3011807608895651,10.2917932700091992,,12.6784001418641008
"2015Q1",-0.6571951778917864,-1.2871803828500479,40.8823656892020111,394.8327855419715320,462.1770774134864155,-30.4001754839017053,-7.4517709289258960,0.0266631117430805,655.6838824973706323,742.9020751436514729,611.0147355225060437,718.6117770040485766,546.2101945288413845,604.2902024865306885,548.9988803278112073,629.4677653350042874,461.8682451315755202,461.0716991678914951,460.9600370404637033,3.9579623096375798,12.1149372091005176,714.3611524067661094,9.7418275012439004,,13.5636019589494001
"2015Q2",0.0783829625109149,-1.2479169260950529,37.3794354312133450,410.2909668684145572,461.1654935823585220,-8.1810968637099108,-4.4045233237881121,0.0199980002666245,657.1967072892022088,745.4481784201539085,613.5017943652966323,721.7443334223145257,547.5939942087861709,608.5087279238954352,551.8700218584348249,633.1433084607423325,462.9221193960526080,465.3849830347310217,459.6135555329728959,3.3960105516927319,12.7194560463095030,721.0079911187362995,7.3046356844484901,,13.7215866061303000
